Company_Name,Sector,Industry_Group,Country_of_Origin,Type_of_Data_Stolen,Date,Data_Volume,Data_Volume_GB
Pearl Cohen,Financials,Consumer Finance,United States,Corporate & Business Data,"Nov 21, 2024",1.2 Tb,1228.8
Pearl Cohen,Financials,Consumer Finance,United States,Authentication & Credential Data,"Nov 21, 2024",1.2 Tb,1228.8
Pearl Cohen,Financials,Consumer Finance,United States,Communication & Social Data,"Nov 21, 2024",1.2 Tb,1228.8
Pearl Cohen,Financials,Consumer Finance,United States,System & Infrastructure Data,"Nov 21, 2024",1.2 Tb,1228.8
Lein Law Offices,Financials,Financial Services,United States,Authentication & Credential Data,"Nov 21, 2024",730 Gb,730
Lein Law Offices,Financials,Financial Services,United States,Financial & Payment Data,"Nov 21, 2024",730 Gb,730
Lein Law Offices,Financials,Financial Services,United States,Corporate & Business Data,"Nov 21, 2024",730 Gb,730
Lein Law Offices,Financials,Financial Services,United States,Personal Identifiable Information,"Nov 21, 2024",730 Gb,730
Lein Law Offices,Financials,Financial Services,United States,Intellectual Property (IP) & Research Data,"Nov 21, 2024",730 Gb,730
Lein Law Offices,Financials,Financial Services,United States,Communication & Social Data,"Nov 21, 2024",730 Gb,730
Silverback Exploration,Energy,"Oil, Gas & Consumable Fuels",United States,Personal Identifiable Information,"Nov 19, 2024",0,0
Silverback Exploration,Energy,"Oil, Gas & Consumable Fuels",United States,Financial & Payment Data,"Nov 19, 2024",0,0
Silverback Exploration,Energy,"Oil, Gas & Consumable Fuels",United States,Corporate & Business Data,"Nov 19, 2024",0,0
Amherstburg Family Health,Health Care,Health Care Providers & Services,Canada,Personal Identifiable Information,"Nov 19, 2024",624 Gb,624
Amherstburg Family Health,Health Care,Health Care Providers & Services,Canada,Authentication & Credential Data,"Nov 19, 2024",624 Gb,624
Amherstburg Family Health,Health Care,Health Care Providers & Services,Canada,Corporate & Business Data,"Nov 19, 2024",624 Gb,624
Amherstburg Family Health,Health Care,Health Care Providers & Services,Canada,System & Infrastructure Data,"Nov 19, 2024",624 Gb,624
"Palmisano & Goodman, P.A.",Financials,Financial Services,United States,Authentication & Credential Data,"Nov 18, 2024",0,0
"Palmisano & Goodman, P.A.",Financials,Financial Services,United States,Personal Identifiable Information (PII),"Nov 18, 2024",0,0
"Palmisano & Goodman, P.A.",Financials,Financial Services,United States,Financial & Payment Data,"Nov 18, 2024",0,0
"Palmisano & Goodman, P.A.",Financials,Financial Services,United States,Medical & Health Records (PHI),"Nov 18, 2024",0,0
"Palmisano & Goodman, P.A.",Financials,Financial Services,United States,Corporate & Business Data,"Nov 18, 2024",0,0
"Palmisano & Goodman, P.A.",Financials,Financial Services,United States,Government & Military Data,"Nov 18, 2024",0,0
"Palmisano & Goodman, P.A.",Financials,Financial Services,United States,Communication & Social Data,"Nov 18, 2024",0,0
"Wayne Wright, LLP.",Financials,Financial Services,United States,Authentication & Credential Data,"Nov 11, 2024",1 Tb,1024
"Wayne Wright, LLP.",Financials,Financial Services,United States,Financial & Payment Data,"Nov 11, 2024",1 Tb,1024
"Wayne Wright, LLP.",Financials,Financial Services,United States,Corporate & Business Data,"Nov 11, 2024",1 Tb,1024
"Wayne Wright, LLP.",Financials,Financial Services,United States,Intellectual Property (IP) & Research Data,"Nov 11, 2024",1 Tb,1024
"Wayne Wright, LLP.",Financials,Financial Services,United States,Communication & Social Data,"Nov 11, 2024",1 Tb,1024
River Region Cardiology Associates,Health Care,Health Care Providers & Services,United States,Authentication & Credential Data,"Nov 11, 2024",1.2 Tb,1228.8
River Region Cardiology Associates,Health Care,Health Care Providers & Services,United States,Personal Identifiable Information (PII),"Nov 11, 2024",1.2 Tb,1228.8
River Region Cardiology Associates,Health Care,Health Care Providers & Services,United States,Financial & Payment Data,"Nov 11, 2024",1.2 Tb,1228.8
River Region Cardiology Associates,Health Care,Health Care Providers & Services,United States,Medical & Health Records (PHI),"Nov 11, 2024",1.2 Tb,1228.8
River Region Cardiology Associates,Health Care,Health Care Providers & Services,United States,Corporate & Business Data,"Nov 11, 2024",1.2 Tb,1228.8
River Region Cardiology Associates,Health Care,Health Care Providers & Services,United States,Communication & Social Data,"Nov 11, 2024",1.2 Tb,1228.8
Marzzacco Niven & Associates,Financials,Financial Services,United States,Authentication & Credential Data,"Nov 8, 2024",1.8 Tb,1843.2
Marzzacco Niven & Associates,Financials,Financial Services,United States,Personal Identifiable Information,"Nov 8, 2024",1.8 Tb,1843.2
Marzzacco Niven & Associates,Financials,Financial Services,United States,Financial & Payment Data,"Nov 8, 2024",1.8 Tb,1843.2
Marzzacco Niven & Associates,Financials,Financial Services,United States,Corporate & Business Data,"Nov 8, 2024",1.8 Tb,1843.2
Marzzacco Niven & Associates,Financials,Financial Services,United States,Government & Military Data,"Nov 8, 2024",1.8 Tb,1843.2
Marzzacco Niven & Associates,Financials,Financial Services,United States,Medical & Health Records (PHI),"Nov 8, 2024",1.8 Tb,1843.2
Marzzacco Niven & Associates,Financials,Financial Services,United States,Communication & Social Data,"Nov 8, 2024",1.8 Tb,1843.2
"Immuno Laboratories, Inc",Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",United States,Authentication & Credential Data,"Nov 8, 2024",1.2 Tb,1228.8
"Immuno Laboratories, Inc",Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",United States,Personal Identifiable Information,"Nov 8, 2024",1.2 Tb,1228.8
"Immuno Laboratories, Inc",Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",United States,Medical & Health Records (PHI),"Nov 8, 2024",1.2 Tb,1228.8
"Immuno Laboratories, Inc",Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",United States,Corporate & Business Data,"Nov 8, 2024",1.2 Tb,1228.8
"Immuno Laboratories, Inc",Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",United States,Government & Military Data,"Nov 8, 2024",1.2 Tb,1228.8
"Immuno Laboratories, Inc",Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",United States,System & Infrastructure Data,"Nov 8, 2024",1.2 Tb,1228.8
Sherr Puttmann Akins Lamb PC,Financials,Diversified Financial Services,United States,Authentication & Credential Data,"Nov 5, 2024",1 Tb,1024
Sherr Puttmann Akins Lamb PC,Financials,Diversified Financial Services,United States,Financial & Payment Data,"Nov 5, 2024",1 Tb,1024
Sherr Puttmann Akins Lamb PC,Financials,Diversified Financial Services,United States,Corporate & Business Data,"Nov 5, 2024",1 Tb,1024
Sherr Puttmann Akins Lamb PC,Financials,Diversified Financial Services,United States,Personal Identifiable Information,"Nov 5, 2024",1 Tb,1024
Sherr Puttmann Akins Lamb PC,Financials,Diversified Financial Services,United States,Intellectual Property (IP) & Research Data,"Nov 5, 2024",1 Tb,1024
Sherr Puttmann Akins Lamb PC,Financials,Diversified Financial Services,United States,Communication & Social Data,"Nov 5, 2024",1 Tb,1024
Sherr Puttmann Akins Lamb PC,Financials,Diversified Financial Services,United States,Government & Military Data (if court cases involve government entities),"Nov 5, 2024",1 Tb,1024
Falco Sult,Financials,Financial Services,United States,Personal Identifiable Information,"Nov 4, 2024",2.2 Tb,2252.8
Falco Sult,Financials,Financial Services,United States,Financial & Payment Data,"Nov 4, 2024",2.2 Tb,2252.8
Falco Sult,Financials,Financial Services,United States,Corporate & Business Data,"Nov 4, 2024",2.2 Tb,2252.8
Falco Sult,Financials,Financial Services,United States,Authentication & Credential Data,"Nov 4, 2024",2.2 Tb,2252.8
Falco Sult,Financials,Financial Services,United States,System & Infrastructure Data,"Nov 4, 2024",2.2 Tb,2252.8
CLAS Information Services,Information Technology,Information Technology Services,United States,Authentication & Credential Data,"Oct 28, 2024",450 Gb,450
CLAS Information Services,Information Technology,Information Technology Services,United States,Financial & Payment Data,"Oct 28, 2024",450 Gb,450
CLAS Information Services,Information Technology,Information Technology Services,United States,Corporate & Business Data,"Oct 28, 2024",450 Gb,450
CLAS Information Services,Information Technology,Information Technology Services,United States,Communication & Social Data,"Oct 28, 2024",450 Gb,450
CLAS Information Services,Information Technology,Information Technology Services,United States,Personal Identifiable Information,"Oct 28, 2024",450 Gb,450
The Povman Law Firm,Financials,Financial Services,United States,Authentication & Credential Data,"Oct 22, 2024",100 Gb,100
The Povman Law Firm,Financials,Financial Services,United States,Financial & Payment Data,"Oct 22, 2024",100 Gb,100
The Povman Law Firm,Financials,Financial Services,United States,Corporate & Business Data,"Oct 22, 2024",100 Gb,100
The Povman Law Firm,Financials,Financial Services,United States,Communication & Social Data,"Oct 22, 2024",100 Gb,100
Gluckstein Personal Injury Lawyers,Financials,Consumer Finance,Canada,Authentication & Credential Data,"Oct 22, 2024",700 Gb,700
Gluckstein Personal Injury Lawyers,Financials,Consumer Finance,Canada,Financial & Payment Data,"Oct 22, 2024",700 Gb,700
Gluckstein Personal Injury Lawyers,Financials,Consumer Finance,Canada,Corporate & Business Data,"Oct 22, 2024",700 Gb,700
Gluckstein Personal Injury Lawyers,Financials,Consumer Finance,Canada,Personal Identifiable Information,"Oct 22, 2024",700 Gb,700
Gluckstein Personal Injury Lawyers,Financials,Consumer Finance,Canada, Intellectual Property (IP) & Research Data,"Oct 22, 2024",700 Gb,700
Hunter Dickinson Inc.,Materials,Metals and Mining,Canada,Authentication & Credential Data,"Oct 9, 2024",9.5 Tb,9728
Hunter Dickinson Inc.,Materials,Metals and Mining,Canada,Financial & Payment Data,"Oct 9, 2024",9.5 Tb,9728
Hunter Dickinson Inc.,Materials,Metals and Mining,Canada,Corporate & Business Data,"Oct 9, 2024",9.5 Tb,9728
Hunter Dickinson Inc.,Materials,Metals and Mining,Canada,Government & Military Data,"Oct 9, 2024",9.5 Tb,9728
Hunter Dickinson Inc.,Materials,Metals and Mining,Canada,Intellectual Property (IP) & Research Data,"Oct 9, 2024",9.5 Tb,9728
Hunter Dickinson Inc.,Materials,Metals and Mining,Canada,Communication & Social Data,"Oct 9, 2024",9.5 Tb,9728
Hunter Dickinson Inc.,Materials,Metals and Mining,Canada, Dark Web & Underground Economy Data,"Oct 9, 2024",9.5 Tb,9728
Studio Legale Associato Isolabella,Financials,Financial Services,Italy,Authentication & Credential Data,"Oct 7, 2024",1.3 Tb,1331.2
Studio Legale Associato Isolabella,Financials,Financial Services,Italy,Personal Identifiable Information (PII),"Oct 7, 2024",1.3 Tb,1331.2
Studio Legale Associato Isolabella,Financials,Financial Services,Italy,Financial & Payment Data,"Oct 7, 2024",1.3 Tb,1331.2
Studio Legale Associato Isolabella,Financials,Financial Services,Italy,Medical & Health Records (PHI),"Oct 7, 2024",1.3 Tb,1331.2
Studio Legale Associato Isolabella,Financials,Financial Services,Italy,Corporate & Business Data,"Oct 7, 2024",1.3 Tb,1331.2
Studio Legale Associato Isolabella,Financials,Financial Services,Italy,Communication & Social Data,"Oct 7, 2024",1.3 Tb,1331.2
Studio Legale Associato Isolabella,Financials,Financial Services,Italy,Government & Military Data (depending on the nature of the court and litigation data),"Oct 7, 2024",1.3 Tb,1331.2
Stein Fibers,Materials,Chemicals,United States,Authentication & Credential Data,"Oct 7, 2024",707 Gb,707
Stein Fibers,Materials,Chemicals,United States,Personal Identifiable Information,"Oct 7, 2024",707 Gb,707
Stein Fibers,Materials,Chemicals,United States,Financial & Payment Data,"Oct 7, 2024",707 Gb,707
Stein Fibers,Materials,Chemicals,United States,Corporate & Business Data,"Oct 7, 2024",707 Gb,707
Stein Fibers,Materials,Chemicals,United States,Communication & Social Data,"Oct 7, 2024",707 Gb,707
Ladov Law Firm,Financials,Financial Services,United States,Authentication & Credential Data,"Oct 7, 2024",105 Gb,105
Ladov Law Firm,Financials,Financial Services,United States,Personal Identifiable Information,"Oct 7, 2024",105 Gb,105
Ladov Law Firm,Financials,Financial Services,United States,Financial & Payment Data,"Oct 7, 2024",105 Gb,105
Ladov Law Firm,Financials,Financial Services,United States,Corporate & Business Data,"Oct 7, 2024",105 Gb,105
Ladov Law Firm,Financials,Financial Services,United States,Government & Military Data (if the government is involved in the litigation),"Oct 7, 2024",105 Gb,105
Ladov Law Firm,Financials,Financial Services,United States,Communication & Social Data,"Oct 7, 2024",105 Gb,105
Eric Rossi CPA LLC,Financials,Financial Services,United States,Authentication & Credential Data,"Oct 7, 2024",910 Gb,910
Eric Rossi CPA LLC,Financials,Financial Services,United States,Personal Identifiable Information (PII),"Oct 7, 2024",910 Gb,910
Eric Rossi CPA LLC,Financials,Financial Services,United States,Financial & Payment Data,"Oct 7, 2024",910 Gb,910
Eric Rossi CPA LLC,Financials,Financial Services,United States,Medical & Health Records (PHI),"Oct 7, 2024",910 Gb,910
Eric Rossi CPA LLC,Financials,Financial Services,United States,Corporate & Business Data,"Oct 7, 2024",910 Gb,910
Eric Rossi CPA LLC,Financials,Financial Services,United States,Communication & Social Data,"Oct 7, 2024",910 Gb,910
Battle Lumber Co.,Materials,Forest Products,United States,Authentication & Credential Data,"Oct 3, 2024",1.1 Tb,1126.4
Battle Lumber Co.,Materials,Forest Products,United States,Personal Identifiable Information (PII),"Oct 3, 2024",1.1 Tb,1126.4
Battle Lumber Co.,Materials,Forest Products,United States,Financial & Payment Data,"Oct 3, 2024",1.1 Tb,1126.4
Battle Lumber Co.,Materials,Forest Products,United States,Medical & Health Records (PHI),"Oct 3, 2024",1.1 Tb,1126.4
Battle Lumber Co.,Materials,Forest Products,United States,Corporate & Business Data,"Oct 3, 2024",1.1 Tb,1126.4
Battle Lumber Co.,Materials,Forest Products,United States,Communication & Social Data,"Oct 3, 2024",1.1 Tb,1126.4
First Choice Sales & Marketing Group (First Choice),Consumer Discretionary,Advertising,United States,Corporate & Business Data,"Sep 23, 2024",140 Gb,140
First Choice Sales & Marketing Group (First Choice),Consumer Discretionary,Advertising,United States,Financial & Payment Data,"Sep 23, 2024",140 Gb,140
First Choice Sales & Marketing Group (First Choice),Consumer Discretionary,Advertising,United States,Authentication & Credential Data,"Sep 23, 2024",140 Gb,140
First Choice Sales & Marketing Group (First Choice),Consumer Discretionary,Advertising,United States,System & Infrastructure Data,"Sep 23, 2024",140 Gb,140
CK Associates,Utilities,Environmental and Facilities Services,United States,Authentication & Credential Data,"Sep 17, 2024",1 Tb,1024
CK Associates,Utilities,Environmental and Facilities Services,United States,Personal Identifiable Information,"Sep 17, 2024",1 Tb,1024
CK Associates,Utilities,Environmental and Facilities Services,United States,Financial & Payment Data,"Sep 17, 2024",1 Tb,1024
CK Associates,Utilities,Environmental and Facilities Services,United States,Corporate & Business Data,"Sep 17, 2024",1 Tb,1024
CK Associates,Utilities,Environmental and Facilities Services,United States,Intellectual Property (IP) & Research Data,"Sep 17, 2024",1 Tb,1024
CK Associates,Utilities,Environmental and Facilities Services,United States,Communication & Social Data,"Sep 17, 2024",1 Tb,1024
Thompson Davis & Co,Financials,Capital Markets,United States,Personal Identifiable Information,"Sep 13, 2024",200 Gb,200
Thompson Davis & Co,Financials,Capital Markets,United States,Financial & Payment Data,"Sep 13, 2024",200 Gb,200
Thompson Davis & Co,Financials,Capital Markets,United States,Corporate & Business Data,"Sep 13, 2024",200 Gb,200
Thompson Davis & Co,Financials,Capital Markets,United States,Authentication & Credential Data,"Sep 13, 2024",200 Gb,200
Benson Kearley IFG - Insurance Brokers & Financial Advisors,Financials,Insurance,Canada,Personal Identifiable Information,"Sep 12, 2024",1.4 Tb,1433.6
Benson Kearley IFG - Insurance Brokers & Financial Advisors,Financials,Insurance,Canada,Financial & Payment Data,"Sep 12, 2024",1.4 Tb,1433.6
Benson Kearley IFG - Insurance Brokers & Financial Advisors,Financials,Insurance,Canada,Medical & Health Records (PHI),"Sep 12, 2024",1.4 Tb,1433.6
Benson Kearley IFG - Insurance Brokers & Financial Advisors,Financials,Insurance,Canada,Corporate & Business Data,"Sep 12, 2024",1.4 Tb,1433.6
Benson Kearley IFG - Insurance Brokers & Financial Advisors,Financials,Insurance,Canada,Government & Military Data,"Sep 12, 2024",1.4 Tb,1433.6
Benson Kearley IFG - Insurance Brokers & Financial Advisors,Financials,Insurance,Canada,System & Infrastructure Data,"Sep 12, 2024",1.4 Tb,1433.6
Augusta Orthopedic,Health Care,Health Care Equipment,United States,Authentication & Credential Data,"Sep 12, 2024",2.5 Tb,2560
Augusta Orthopedic,Health Care,Health Care Equipment,United States,Personal Identifiable Information,"Sep 12, 2024",2.5 Tb,2560
Augusta Orthopedic,Health Care,Health Care Equipment,United States,Financial & Payment Data,"Sep 12, 2024",2.5 Tb,2560
Augusta Orthopedic,Health Care,Health Care Equipment,United States,Medical & Health Records (PHI),"Sep 12, 2024",2.5 Tb,2560
Augusta Orthopedic,Health Care,Health Care Equipment,United States,Communication & Social Data,"Sep 12, 2024",2.5 Tb,2560
"Law Offices of Michael J Gurfinkel, Inc",Financials,Financial Services,United States,PII,"Sep 11, 2024",400 Gb,400
"Law Offices of Michael J Gurfinkel, Inc",Financials,Financial Services,United States,Financial & Payment Data,"Sep 11, 2024",400 Gb,400
"Law Offices of Michael J Gurfinkel, Inc",Financials,Financial Services,United States,Corporate & Business Data,"Sep 11, 2024",400 Gb,400
"Law Offices of Michael J Gurfinkel, Inc",Financials,Financial Services,United States,Authentication & Credential Data,"Sep 11, 2024",400 Gb,400
"Law Offices of Michael J Gurfinkel, Inc",Financials,Financial Services,United States,Communication & Social Data,"Sep 11, 2024",400 Gb,400
Majestic Metals,Materials,Metals & Mining,United States,Authentication & Credential Data,"Sep 10, 2024",735 Gb,735
Majestic Metals,Materials,Metals & Mining,United States,Personal Identifiable Information,"Sep 10, 2024",735 Gb,735
Majestic Metals,Materials,Metals & Mining,United States,Financial & Payment Data,"Sep 10, 2024",735 Gb,735
Majestic Metals,Materials,Metals & Mining,United States,Corporate & Business Data,"Sep 10, 2024",735 Gb,735
Majestic Metals,Materials,Metals & Mining,United States,Communication & Social Data,"Sep 10, 2024",735 Gb,735
GCA Global Cargo Alliance,Industrials,Transportation,United States,Authentication & Credential Data,"Sep 10, 2024",1 Tb,1024
GCA Global Cargo Alliance,Industrials,Transportation,United States,Personal Identifiable Information,"Sep 10, 2024",1 Tb,1024
GCA Global Cargo Alliance,Industrials,Transportation,United States,Financial & Payment Data,"Sep 10, 2024",1 Tb,1024
GCA Global Cargo Alliance,Industrials,Transportation,United States,Corporate & Business Data,"Sep 10, 2024",1 Tb,1024
GCA Global Cargo Alliance,Industrials,Transportation,United States,Communication & Social Data,"Sep 10, 2024",1 Tb,1024
"Smart Source, Inc.",Information Technology,Software & Services,United States,Authentication & Credential Data,"Sep 9, 2024",700 Gb,700
"Smart Source, Inc.",Information Technology,Software & Services,United States,Financial & Payment Data,"Sep 9, 2024",700 Gb,700
"Smart Source, Inc.",Information Technology,Software & Services,United States,Corporate & Business Data,"Sep 9, 2024",700 Gb,700
"Smart Source, Inc.",Information Technology,Software & Services,United States,Personal Identifiable Information,"Sep 9, 2024",700 Gb,700
Anniversary Holding,Industrials,Conglomerates,United States,Authentication & Credential Data,"Sep 9, 2024",2.9 Tb,2969.6
Anniversary Holding,Industrials,Conglomerates,United States,Personal Identifiable Information (PII),"Sep 9, 2024",2.9 Tb,2969.6
Anniversary Holding,Industrials,Conglomerates,United States,Financial & Payment Data,"Sep 9, 2024",2.9 Tb,2969.6
Anniversary Holding,Industrials,Conglomerates,United States,Medical & Health Records (PHI),"Sep 9, 2024",2.9 Tb,2969.6
Anniversary Holding,Industrials,Conglomerates,United States,Corporate & Business Data,"Sep 9, 2024",2.9 Tb,2969.6
Anniversary Holding,Industrials,Conglomerates,United States,Communication & Social Data,"Sep 9, 2024",2.9 Tb,2969.6
Keya Accounting and Tax Services LLC,Financials,Financial Services,United States,Authentication & Credential Data,"Sep 6, 2024",0,0
Keya Accounting and Tax Services LLC,Financials,Financial Services,United States,Personal Identifiable Information,"Sep 6, 2024",0,0
Keya Accounting and Tax Services LLC,Financials,Financial Services,United States,Financial & Payment Data,"Sep 6, 2024",0,0
Keya Accounting and Tax Services LLC,Financials,Financial Services,United States,Corporate & Business Data,"Sep 6, 2024",0,0
"Western Supplies, Inc",Consumer Discretionary,Consumer Discretionary Retail,United States,Personal Identifiable Information,"Sep 3, 2024",247 Gb,247
"Western Supplies, Inc",Consumer Discretionary,Consumer Discretionary Retail,United States,Financial & Payment Data,"Sep 3, 2024",247 Gb,247
"Western Supplies, Inc",Consumer Discretionary,Consumer Discretionary Retail,United States,Corporate & Business Data,"Sep 3, 2024",247 Gb,247
Texas Centers for Infectious Disease Associates,Health Care,Health Care Providers & Services,United States,Personal Identifiable Information,"Aug 30, 2024",300 Gb,300
Texas Centers for Infectious Disease Associates,Health Care,Health Care Providers & Services,United States,Financial & Payment Data,"Aug 30, 2024",300 Gb,300
Texas Centers for Infectious Disease Associates,Health Care,Health Care Providers & Services,United States,Medical & Health Records (PHI),"Aug 30, 2024",300 Gb,300
Texas Centers for Infectious Disease Associates,Health Care,Health Care Providers & Services,United States,Corporate & Business Data,"Aug 30, 2024",300 Gb,300
Texas Centers for Infectious Disease Associates,Health Care,Health Care Providers & Services,United States,System & Infrastructure Data,"Aug 30, 2024",300 Gb,300
Texas Centers for Infectious Disease Associates,Health Care,Health Care Providers & Services,United States,Government & Military Data,"Aug 30, 2024",300 Gb,300
Bunkhouse Group,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,Authentication & Credential Data,"Aug 30, 2024",2.7 Tb,2764.8
Bunkhouse Group,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,Financial & Payment Data,"Aug 30, 2024",2.7 Tb,2764.8
Bunkhouse Group,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,Personal Identifiable Information,"Aug 30, 2024",2.7 Tb,2764.8
Bunkhouse Group,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,Corporate & Business Data,"Aug 30, 2024",2.7 Tb,2764.8
Bunkhouse Group,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,Communication & Social Data,"Aug 30, 2024",2.7 Tb,2764.8
Bunkhouse Group,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,Dark Web & Underground Economy Data,"Aug 30, 2024",2.7 Tb,2764.8
Scott Pharma Solutions,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",United States,Medical & Health Records (PHI),"Aug 27, 2024",0,0
Scott Pharma Solutions,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",United States,Corporate & Business Data,"Aug 27, 2024",0,0
Scott Pharma Solutions,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",United States,System & Infrastructure Data,"Aug 27, 2024",0,0
Scott Pharma Solutions,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",United States,Personal Identifiable Information,"Aug 27, 2024",0,0
M.Royo & KlockMetal,Industrials,Industrial Conglomerates,Argentina,Corporate & Business Data,"Aug 27, 2024",0,0
M.Royo & KlockMetal,Industrials,Industrial Conglomerates,Argentina,System & Infrastructure Data,"Aug 27, 2024",0,0
"Atwood & Cherny, P.C.",Financials,Financial Services,United States,Personal Identifiable Information,"Aug 26, 2024",66 Gb,66
"Atwood & Cherny, P.C.",Financials,Financial Services,United States,Financial & Payment Data,"Aug 26, 2024",66 Gb,66
"Atwood & Cherny, P.C.",Financials,Financial Services,United States,Corporate & Business Data,"Aug 26, 2024",66 Gb,66
Sable International,Financials,Financial Services,United Kingdom,Authentication & Credential Data,"Aug 19, 2024",200 Gb,200
Sable International,Financials,Financial Services,United Kingdom,Financial & Payment Data,"Aug 19, 2024",200 Gb,200
Sable International,Financials,Financial Services,United Kingdom,Corporate & Business Data,"Aug 19, 2024",200 Gb,200
Sable International,Financials,Financial Services,United Kingdom,Personal Identifiable Information,"Aug 19, 2024",200 Gb,200
Sable International,Financials,Financial Services,United Kingdom,Communication & Social Data,"Aug 19, 2024",200 Gb,200
Sable International,Financials,Financial Services,United Kingdom,Intellectual Property (IP) & Research Data,"Aug 19, 2024",200 Gb,200
"Karvo Companies, Inc.",Industrials,Construction & Engineering,United States,Financial & Payment Data,"Aug 18, 2024",470 Gb,470
"Karvo Companies, Inc.",Industrials,Construction & Engineering,United States,Corporate & Business Data,"Aug 18, 2024",470 Gb,470
"Karvo Companies, Inc.",Industrials,Construction & Engineering,United States,Personal Identifiable Information,"Aug 18, 2024",470 Gb,470
"Karvo Companies, Inc.",Industrials,Construction & Engineering,United States,Intellectual Property (IP) & Research Data,"Aug 18, 2024",470 Gb,470
Playa Vista Job Opportunities and Business Services,Industrials,Commercial Services & Supplies,United States,Authentication & Credential Data,"Aug 16, 2024",950 Gb,950
Playa Vista Job Opportunities and Business Services,Industrials,Commercial Services & Supplies,United States,Personal Identifiable Information,"Aug 16, 2024",950 Gb,950
Playa Vista Job Opportunities and Business Services,Industrials,Commercial Services & Supplies,United States,Financial & Payment Data,"Aug 16, 2024",950 Gb,950
Playa Vista Job Opportunities and Business Services,Industrials,Commercial Services & Supplies,United States,Corporate & Business Data,"Aug 16, 2024",950 Gb,950
Playa Vista Job Opportunities and Business Services,Industrials,Commercial Services & Supplies,United States,Communication & Social Data,"Aug 16, 2024",950 Gb,950
PBC Companies,Consumer Discretionary,Household Durables,United States,Corporate & Business Data,"Aug 16, 2024",300 Gb,300
Mohawk Valley Cardiology PC,Health Care,Health Care Providers & Services,United States,Personal Identifiable Information,"Aug 16, 2024",80 Gb,80
Mohawk Valley Cardiology PC,Health Care,Health Care Providers & Services,United States,Financial & Payment Data,"Aug 16, 2024",80 Gb,80
Mohawk Valley Cardiology PC,Health Care,Health Care Providers & Services,United States,Medical & Health Records (PHI),"Aug 16, 2024",80 Gb,80
Mohawk Valley Cardiology PC,Health Care,Health Care Providers & Services,United States,Corporate & Business Data,"Aug 16, 2024",80 Gb,80
Mohawk Valley Cardiology PC,Health Care,Health Care Providers & Services,United States,Government & Military Data,"Aug 16, 2024",80 Gb,80
Mohawk Valley Cardiology PC,Health Care,Health Care Providers & Services,United States,System & Infrastructure Data,"Aug 16, 2024",80 Gb,80
Accelon Technologies Private,Information Technology,Software & Services,India,Authentication & Credential Data,"Aug 16, 2024",480 Gb,480
Accelon Technologies Private,Information Technology,Software & Services,India,Personal Identifiable Information,"Aug 16, 2024",480 Gb,480
Accelon Technologies Private,Information Technology,Software & Services,India,Financial & Payment Data,"Aug 16, 2024",480 Gb,480
Accelon Technologies Private,Information Technology,Software & Services,India,Corporate & Business Data,"Aug 16, 2024",480 Gb,480
Accelon Technologies Private,Information Technology,Software & Services,India,Intellectual Property & Research Data,"Aug 16, 2024",480 Gb,480
Accelon Technologies Private,Information Technology,Software & Services,India,Communication & Social Data,"Aug 16, 2024",480 Gb,480
Accelon Technologies Private,Information Technology,Software & Services,India,System & Infrastructure Data,"Aug 16, 2024",480 Gb,480
Southwest Family Medicine Associates,Health Care,Health Care Providers & Services,United States,Personal Identifiable Information (PII),"Aug 12, 2024",400 Gb,400
Southwest Family Medicine Associates,Health Care,Health Care Providers & Services,United States,Medical & Health Records (PHI),"Aug 12, 2024",400 Gb,400
Southwest Family Medicine Associates,Health Care,Health Care Providers & Services,United States,Corporate & Business Data,"Aug 12, 2024",400 Gb,400
Southwest Family Medicine Associates,Health Care,Health Care Providers & Services,United States,Communication & Social Data,"Aug 12, 2024",400 Gb,400
Southwest Family Medicine Associates,Health Care,Health Care Providers & Services,United States,System & Infrastructure Data,"Aug 12, 2024",400 Gb,400
"Florence Cement Company, Inc.",Materials,Construction Materials,United States,Authentication & Credential Data,"Jul 26, 2024",500 Gb,500
"Florence Cement Company, Inc.",Materials,Construction Materials,United States,Financial & Payment Data,"Jul 26, 2024",500 Gb,500
"Florence Cement Company, Inc.",Materials,Construction Materials,United States,Corporate & Business Data,"Jul 26, 2024",500 Gb,500
"Florence Cement Company, Inc.",Materials,Construction Materials,United States,Personal Identifiable Information,"Jul 26, 2024",500 Gb,500
"Florence Cement Company, Inc.",Materials,Construction Materials,United States,Intellectual Property (IP) & Research Data,"Jul 26, 2024",500 Gb,500
