Company Name,Visits,Data Size,Date,Link,Company Details
osmedica.com.ar,22003,*GB,27/11/2024 6:42,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/1d6b2e31-4ff8-4a30-9ed8-27b57de300a9/,"OSMEDICAis a national health insurance provider in Argentina. It primarily serves medical professionals through a syndical framework organized by FEMECA (Federación Médica Gremial de la Capital Federal). OSMEDICA offers a comprehensive range of healthcare services, including medical emergencies, preventive care initiatives, and personalized health plans.image.png42.52 KBimage.png326.51 KBimage.png52.83 KBimage.png333.09 KBimage.png882.66 KBimage.png684.16 KBimage.png412.26 KBimage.png96.6 KBimage.png1023.43 KB"
facilcreditos.co,19122,70 GB,27/11/2024 2:54,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/dfcaf513-2f65-442d-92d3-d702ddc24615/,"Facilcreditos.cois our new target. We have gained access to the local network and downloaded all the company's secrets. If you don't want to lose your business, contact us.Download 1 Percent of Data -https://gofile.io/d/Oiit7hDownload File Tree -https://send.exploit.in/download/1aec5a411ab78bd0/#UbO6ubsWSdX8omY9cvdMbgDownload Sample -https://send.exploit.in/download/e8f502c4828fd5a5/#S4hHu9yEvtp0EZzka84rdgimage.png1.01 MBimage.png1.05 MBimage.png1.17 MBimage.png746.02 KB"
www.bent-tree.com,19157,57 GB,26/11/2024 8:10,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/cac696d6-f358-4dd9-8d1b-f699640f3fb2/,"Travel just 60 miles north of Atlanta and discover the hidden gem of North Georgia - Bent Tree.Our gated community, nestled amidst the Appalachian Mountains, offers a serene lakeside retreat dating back over 50 years.Experience the warmth of Southern hospitality, just a stone's throw away from Atlanta, amidst the unparalleled beauty of mountain living.Enjoy a plethora of amenities, including hiking trails, 110 acre lake, pristine pools, indoor and outdoor tennis and  pickleball courts,a 18 hole golf course, an equestrian center, and enticing dining options.pic_BENTREE(1).PNG135.33 KBpic_BENTREE(2).PNG124.15 KBpic_BENTREE(3).PNG35.79 KBpic_BENTREE(4).PNG337.65 KBpic_BENTREE(5).PNG562.91 KBpic_BENTREE(6).PNG370.79 KBpic_BENTREE(7).PNG79.61 KBpic_BENTREE(8).PNG19.62 KBtree_BENTREE.PNG137.99 KB"
www.aras-group.ae,20525,70GB,25/11/2024 23:29,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/cb1bafd2-b442-4f83-9dd2-9741f3b7a7fd/,"Aras Group is a group of companies specializing in real estate in all its fields in terms of real estate development, real estate management, real estate financing and real estate brokerage.Born in Germany and spread and expanded in Dubai.We are proud of our diverse portfolio of projects and dedication to customer service. Our experience in the real estate industry has allowed us to position ourselves at the forefront of the production and delivery of our own properties, as well as assisting in the sale and rental of other properties through well-known brokerage services.Additionally, our portfolio includes property management and financing services to aid the UAE's entrepreneurial vision for 2040AboutHeadquarters1 Nadd Al Sheba, Dubai, Dubai, United Arab Emir...Phone Number+971 544458801Websitewww.aras-group.aeRevenue$6.1 MillionV5302145.pdf3.45 MBArabella 2.xlsx72.67 KBNSHAMA FLAT.xlsx32.64 KBWhatsApp Image 2022-10-25 at 5.35.25 PM.jpeg388.79 KB"
bolognafc.it,20603,200Gb,19/11/2024 19:07,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/30f6c03a-296a-4256-baeb-ed6f9045022d/,"UPDATE 2.0 !!!The club management gave us permission to release all the data. They said they don't care about their employees and sponsors. Their names are listed below in the blog. Enjoy the data it's already available for download!Bologna FC was hacked due to lack of security on their network. All confidential data has been stolen.Bologna FC is violating GDPR laws and disclosing all internal club documents.About:Via Casteldebole 10, 40132 Bologna, Italy.+39 051 611 1111.comunicazione@bolognafc.itbolognafc.itBologna FC does not have any data protection and its network which is why absolutely all their data was stolen.All sponsorship contracts and documents disclosing the amounts and conditions of all sponsors were stolenAll financial data of the club for the whole period of its existence was stolen.Stolen all personal and confidential data of the playersAll documents revealing transfer strategies including new players and young players from different teams were stolenStolen confidential and personal data of fans and employeesStolen all data on young athletesMedical data was stolen. All of itAll confidential data related to different structures and stadiums have been stolenWe stole all commercial strategies and business plansWe have also stolen all the documents, the disclosure of which will violate FIFA and UEFA rules including financial fair playWe would like to remind you about the GDPR legislation: For leaking personal data of players, sponsors or fans, fines can reach up to 20 million euros or 4% of global turnover (Articles 83, 84 GDPR).In case the club does not want to protect all data from leakage and does not contact us all financial data will be made publicly available which will lead to additional sanctions from tax or antitrust authorities.Those who said they don't care about the data and their players and sponsors:Joey SaputoClaudio FenucciMarco Di VaioGiovanni SartoriThiago MottaChristoph WinterlingAlessandro GabrieliCarlo CalicetiEnjoy the data:http://7vy5mydtkf4hqo3g5s4v7skmyn2xdh4mxg3xgtcqnequuospqtsmutqd.onion/812c924339b18382fbb7f584b2902d748213a968Some proofs:Cafdfdfpture.PNG84.33 KBCahgffffpture.PNG175.59 KBCapbgfffture.PNG265.95 KBCapbgffgggture.PNG54.64 KBCapbgffture.PNG1.29 MBCapbtghrtgture.PNG459.15 KBCapgfdddture.PNG203.01 KBCapgfdture.PNG133.05 KBCaphfgfffture.PNG56.63 KB"
walkingtree.org,23418,?,26/11/2024 9:43,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/1f7bb6b8-0395-4a3f-94e8-cf3cb7c681f3/,"Walking Tree Travel specializes in customized international travel programs for educators and students, fostering cultural engagement and global citizenship.image.png258.4 KBimage.png11.73 KBimage.png1.01 MBimage.png3.74 MBimage.png2.07 MBimage.png1.19 MBimage.png1.09 MBimage.png2.62 MB"
reliv.la,19606,30 GB,26/11/2024 8:19,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/b54fbfed-3616-407f-a607-d4ca179af83c/,"Reliv is a pioneering digital healthcare ecosystem based in Ecuador, focused on simplifying patient care through innovative technology solutions. The company connects healthcare providers and patients, enhancing the efficiency and effectiveness of health management.Sample -https://send.exploit.in/download/9dfda66f3c345e40/#jnXM83DIyxp5t6lfi8F6pgFile Tree -http://temp.sh/JAtRZ/tree.txtimage.png80.28 KBimage.png1.73 MBimage.png181.19 KBimage.png163.5 KBimage.png119.13 KBimage.png183.08 KBimage.png534.51 KBimage.png5.6 KBimage.png42.6 KBimage.png804.7 KBimage.png281.88 KB"
OfficeZilla.com,20675,*GB,26/11/2024 2:43,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/cf4d0d86-0e40-4427-964e-cc27e5523149/,OfficeZilla was founded in 2012 with the belief that the business products industry was ready for a high value dealer services model that provides.Sample -http://temp.sh/ansBE/oz-sample.7zimage.png262.8 KBimage.png101.72 KBimage.png109.81 KBimage.png184.85 KBimage.png166.84 KB
cal-tool.com,21229,70GB,22/11/2024 21:17,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/918834e6-e900-4807-b4ff-79ddd202bab3/,"Commercial & Residential Construction · California, United States · 89 EmployeesHeadquarters201 Main St, Riverside, California, 92501, Unit...Phone Number(951) 686-7822Websitewww.cal-tool.comRevenue$20.2 MillionIMG_0402.JPG2.57 MBcalifornia acetylene price increase letter 2024.docx166.93 KBCYLAUDIT.pdf39.22 KBFontana_Invoice_20240415_172219.pdf4.66 MBFULL CYLINDER TEMPLATE.xlsx495.86 KBMontclair_Invoice_20240214_163213.pdf2.3 MBARGON FILL REPORT.xlsx391.93 KBIf you don't pay the ransom, the data will be published on our TOR darknet sites.Keep in mind that once your data appears on our leak site, it could be bought by yourcompetitors at any second, so don't hesitate for a long time. The sooner you pay the ransom, the sooner your company will be safe."
karberinsulation.com,21859,*GB,25/11/2024 20:18,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/17dc87db-f0c0-41be-9caa-18d7cb00b000/,"Karber Mechanical Insulation, Inc. isa commercial mechanical insulation contractor. We specialize in insulation of a full range of commercial and industrial applications. KMI's professional dedication to our customers and project teams has been contributing to successful projects since 2005.Full file list:https://upload.disroot.org/r/Lj2vnKpZ#dZGl/QdvvVqh+NgKqN5QUAT1FSLsAw01DXJoFTvwSb8=Sample files:08.31.24 Balance Sheet.pdf50.74 KB08.31.24 MTD Income Statement.pdf55.5 KB2024 Depreciation - KMI.PDF115.13 KB2024 monthly income statement.xlsx90.44 KBSubcontract - fully executed.pdf3 MBSubcontract PO# 27015 job# 6539_KMI Fire_6-11-2024 - Signed.pdf440.36 KB"
minneapolisparks.org,21982,235GB,25/11/2024 15:44,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/15910aa1-f3c2-48e9-8aff-a0575e937a75/,"Established in 1883, the Minneapolis Park and Recreation Board (MPRB) oversees a renowned urban park system spanning 7,059 acres of parkland and water.financial documents, certificates of insurance, commercial information, marketing, personal data of employees.parks1.png145.14 KBparks2.png162.17 KBparks3.png124.27 KBparks4.png163.7 KBparks5.png225.33 KBparks6.png186.81 KBparks7.png247.38 KB"
yunker.com,21370,309GB,25/11/2024 15:38,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/61d6f1dc-d973-4e44-b57b-e75ec8c3a270/,"Yunker Industries, Inc. is an industry leading visual communications company partnering with national and global brands and retailers to deliver elevated and relevant in-store customer experiences.Accounting documents, bank statements.yunker.com_1.png91.69 KByunker.com_2.png55.83 KByunker.com_3.png149.59 KByunker.com_4.png87.86 KByunker.com_5.png111.71 KB"
dienesusa.com,21862,44GB,25/11/2024 15:09,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/b1cc71c6-fc85-46ce-97d4-00cc59c448e8/,"The DIENES team is passionate about helping you improve cutting quality, reduce downtime and maximize operator safety. Since the inception of our company over 100 years ago, we use the latest technology to develop the ultimate precision cutting tools that last.employee insurance, product manufacturing drawings, financial documents, contracts with companies.Capture.PNG284.99 KBCapture1.PNG26.08 KBCapture2.PNG55.23 KBCapture3.PNG298.05 KBCapture4.PNG69.59 KBCapture5.PNG252.44 KB"
parkleigh.com,21349,5GB,25/11/2024 15:05,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/981b7858-faf0-4fb7-b57b-cdda5706a5d8/,Voted Rochester's Best Gift store by the Democrat and Chronicle and by The City Paper.www.parkleigh.com_1.png20.84 KBwww.parkleigh.com_2.png242.46 KBwww.parkleigh.com_3.png183.18 KBwww.parkleigh.com_4.png83.48 KB
isd109.org,21961,45GB,25/11/2024 14:53,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/421b8b1c-1ed6-4a20-97ad-4be946eef799/,"Indian Springs School District 109 (ISD 109) is a school district headquartered in Justice, Illinois, in the Chicago metropolitan area. It operates elementary schools and one junior high school.banking data, reports, accounting, contracts.ISD109 (1).PNG116.66 KBISD109 (2).PNG71.71 KBISD109 (3).PNG65.97 KB"
coppelltx.gov,20488,442GB,25/11/2024 14:41,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/b5e42bac-ef14-4e1a-a0c0-6901ef15f1c3/,"coppelltx.gov is a city in the northwest corner of Dallas County in the U.S. state of Texas. It is a suburb of Dallas.With a population of over 50,000.Accounting documents, invoices, scans, budget info.www.coppelltx (1).PNG96.49 KBwww.coppelltx (2).PNG14.66 KBwww.coppelltx (8).PNG220.55 KBwww.coppelltx (9).PNG237.38 KBwww.coppelltx (10).PNG125.7 KBwww.coppelltx (11).PNG79.78 KBwww.coppelltx (12).PNG131.88 KBwww.coppelltx (13).PNG146.01 KB"
www.itlindia.com,21294,70 GB,25/11/2024 13:50,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/df01f6f9-585b-483b-9855-26742371a638/,"logo.png42.04 KBIntraSoft Technologies Limitedhas been in the e-commerce business since its inception. Our foundations originate from our love for the internet. We believe in empowering people and in turn, empowering society through the power of the internet and technology. We inculcate and embody this thought in every step of the way.1.png101.94 KB2.png52.9 KB3.png83.35 KB"
blr.com,22151,1.1TB,22/11/2024 15:42,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/d67e92c2-816a-4b4e-ab32-11bc4286cdaa/,"BLR® is an industry-leading provider of management software and corporate training, empowering organizations to deliver strategic objectives by upskilling staff, mitigating risk, and improving operational efficiencies. With nearly five decades of experience, we supercharge business performance with configurable environment, health, and safety (EHS) and policy management tools; detailed analysis of employer requirements under federal and state laws and requirements from the Department of Labor (DOL), Environmental Protection Agency (EPA), and Occupational Safety and Health Administration (OSHA); implementation guidance and compliance-related templates; and training courses to close skills gaps and meet mandatory state and federal requirements."
curenta.com,20697,*GB,21/11/2024 18:53,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/c9822b84-157b-4561-bfdf-6c01f98d7875/,"Curenta specializes in AI-powered electronic medical records (EMR) solutions designed for assisted living facilities. The company focuses on automating compliance processes and medication management, significantly enhancing operational efficiency and resident care.We have a copy of every file uploaded to this service. If we do not receive any communication, we will publish everything.image.png147.8 KBimage.png308.34 KBimage.png359.1 KBimage.png149.39 KBimage.png187.92 KB"
www.damcapital.in,23152,92GB,21/11/2024 8:08,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/0dccee1a-647c-49e5-ac4e-2d059e49920f/,"DAM Capital is the fastest growing investment bank in India by revenue CAGR from Fiscals 2022 to 2024 with the highest profit margin in Fiscal 2024, among the peers considered. We are one of the leading investment banks in India with a market share of 12.1% based on the number of initial public offerings and qualified institutional placements undertaken by us as the book running lead manager in Fiscal 2024. We provide a wide range of financial solutions in areas of (i) investment banking comprising equity capital markets (“ECM”), mergers and acquisitions (“M&A”), private equity (“PE”), and structured finance advisory; and (ii) institutional equities comprising broking and research.image.png5.77 KBimage.png415.9 KBimage.png156.66 KBimage.png47.82 KBimage.png57 KB"
scalar.co.il,22082,12 GB,20/11/2024 17:19,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/51236bc2-be31-45a1-aa9a-49599d5fb7a3/,"Scalar Labsprovides professional calibration services across various industries, specializing in the pharmaceutical, medical device, and cannabis sectors.image.png112.51 KBimage.png89.22 KBimage.png304 KBimage.png140.17 KB"
polaraire.com,19835,37GB,19/11/2024 22:45,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/9a72ed4d-57dd-4cf7-b639-a2fcf66a1898/,Polar Aire Heating & Cooling has been a leader in providing Kansas City metro area homes and businesses with indoor comfort since 1981Sample file:307 W Santa Fe - 2024-06-12 - Invoice #45356618.pdf237.46 KBBorchardt - 2024-06-05 - Invoice #45348938.pdf237.82 KBElectronics Policy 2020.docx80.69 KBVehicle Policy 2023.docx91.65 KB
tempaircompany.com,24156,40GB,19/11/2024 12:58,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/2573a3d0-3e47-4af9-9d75-9a7ec2e5a291/,Temp Air Company is a privately owned mechanical and general contracting firm with more than 40 years of experience in the industry.20C2015  - UMBC Utilities - Siemens - Partial 11-18-24.pdf402.07 KB22C0146 - Milford - Siemens Retainage.pdf43.12 KB230103 - RETAINAGE - Luminis Health - JMW.pdf160.14 KBASI Invoice #28438; Pay App #3-Hereford HS (S2376) Retainage.pdf1.62 MBHereford - JCI - Retaiange 00047166899.pdf815.66 KB
smawins.net,22055,33GB,19/11/2024 12:07,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/2a051354-a522-44a2-bd8b-4cf6828bb047/,"SM&A, founded in 1982 as Steven Myers & Associates, is a defense and aerospace consulting firm located in Irvine, California.On-demand solutions and Staff at theSpeed of Need™. Professional services across your program lifecycle from pursuit through performance.2023Q1 FFP Revenue 05 04 2023.xlsx19.6 KBAged AP Past Due - Detail - 071224.pdf152.49 KBProject 9359 - Kotyk.xlsx672.99 KBSL Testing 101420.xlsx13.9 KB"
thinkecs.com,23606,27GB,19/11/2024 9:51,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/1ce9e557-f510-4fcc-96a6-8c6f5a758546/,"At ECS, we help others flourish by identifying their strengths and passions, then intentionally preparing, equipping, and inspiring them to lead.For over two decades, we have helped Fortune 500, mid-level companies, and small businesses optimize their IT investments by successfully architecting, implementing, and managing business-critical computing environments.thinkecs.PNG188.56 KBthinkecs2.PNG112.2 KBthinkecs3.PNG114.32 KBthinkecs4.PNG60.48 KBthinkecs5.PNG15.99 KB"
citywestcommercials.co.uk,24201,12GB,19/11/2024 9:32,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/3d2e87ef-b434-4ead-80bb-bd3659526489/,"City West Commercials - Mercedes-Benz new and used Truck Sales. Truck and Van Aftersales and Parts. Four depots, Bristol, Highbridge, Exeter and Roche."
hartmannbund.de,24716,12GB,19/11/2024 9:30,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/8e62ed0f-de71-41e1-89ca-3e1dc497fb4e/,"Als Mitglied im Hartmannbund genießen Sie exklusive Leistungen wie kostenlose Beratungen zu allen berufs-, steuer- und tarifrechtlichen Fragen, wirtschaftliche Vorteile oder Ihr persönliches HB-Netzwerk. Bitte loggen Sie sich dafür mit Ihrem Namen und E-Mail-Adresse ein."
brylesresearch.com,24106,8GB,19/11/2024 9:27,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/a8ea161a-fa53-461e-a5fe-7a95b6eea9e3/,"The Insights Center is an exceptional organization that provides top-notch facilities throughout the US. Our facilities feature commercial kitchens and elegant focus suites, designed to cater to both qualitative and quantitative research. In response to the increasing demand for such facilities in the market, we established the organization to bridge the gap. Our spaces are equipped to accommodate both marketing and R&D teams, ensuring that they have the ideal environment to collaborate. Our facilities have been created with modern MR requirements in mind, and our team has received extensive training to expertly meet these needs."
Thebike.com,24766,?,19/11/2024 8:41,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/a6f41df7-56aa-4fcc-92ef-1c134e9e8f86/,The Bicycle Hotel & Casino is proud to offer the convenience of full service valet parking.image.png741.13 KBimage.png93.48 KBimage.png409.67 KBimage.png472.1 KBimage.png431.62 KBimage.png698.03 KBimage.png850.73 KBimage.png877.65 KBimage.png680.83 KB
interborosd.org,22148,1.1TB,19/11/2024 8:38,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/13550374-3cb7-4abc-8957-49cd2ae8db8c/,"Interboro School District provides a challenging and supportive learning environment for all students to succeed academically, socially, and emotionally while becoming college and career ready citizens within a global community.1.JPG590.76 KB2.JPG158.56 KB3.JPG155.58 KB4.JPG109.96 KB"
wulffco.com,23384,32GB,18/11/2024 20:58,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/70d55a4e-bdb6-4ca9-832c-5cf02e5c9733/,Worldwide Exporter of Automotive Spare Parts. More than 30 years experience in OE - OEM and Aftermarket Spare Parts for european brandsAddressHandelsgesellschaft Wulff & Co. mbHWerkstr. 122844 NorderstedtGermanyTelephone+49 40 325925420Fax+49 40 3259254059A.B._Autoservice_GmbH-86963.pdf79.29 KBAllianze_Systems_&_Solutions inv.87341.pdf117.83 KBATH._AN._KANDARAKIS-85230.pdf42.69 KBATT-SERVICE_SRL-88077.pdf80.23 KBAuto_House-88025.pdf234.38 KB
www.depewgillen.com,6547,1500 GB,30/10/2024 22:39,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/14dfb513-2f19-4c71-913b-0f2e46a8aa88/,"we have over then million company files, all cases, accounting, clients.Sample:http://ransombgegc4e2vuq45noxekkmauikzt7qu6ab2rqsthdyxdpdufbqid.onion/files/a0ce762e-5cd5-40eb-ab82-6119aaad460e/sample.7z2019-12-13 Twila Purity re Wichita Urology.pdf467.31 KB2024 Payroll Journal entries.xlsx32.21 KBAllied Environmental Invoice dated 12.18.12.pdf39.98 KBAttorney reports Final 2015-2017.xls57.5 KB2019-12-13 Twila Purity re Wichita Urology.pdf467.31 KB2024 Payroll Journal entries.xlsx32.21 KBBank of America (George H. Davis Trust; Minerva Gundlefinger Trust; Elizabeth Otterman Davis Trust) Engagement Ltr.pdf802.45 KBBarracuda Email Filtering End User Guide_ISG 3.docx433.95 KBDec 2023 Income Statement.pdf127.75 KBE-filing Logins and Passwords.docx14.78 KBLtr. to Midwest Pacific RR 01-10-22.docx20.36 KB"
waive.com.au,21895,30 GB,18/11/2024 11:41,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/a3538d5f-811b-44b5-953f-1c8def2a376b/,"Waiveis a RegTech company that simplifies ASIC compliance for accountants. Its platform automates the Annual Review process, sending branded reminders to clients and providing features like automated data downloads and customizable client portals. With extensive ASIC experience, Waive enhances efficiency in corporate compliance management.image.png167.74 KBimage.png68.64 KBimage.png80.2 KBimage.png79.23 KBimage.png58.41 KBimage.png183.91 KB"
Jornstax.com,21384,60 GB,18/11/2024 10:57,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/fd7654b8-52ad-431e-9391-7c89a604eed0/,"Jorns & Associates, LLC specializes in economic stimulus consulting, helping businesses and self-employed individuals secure government funding. Utilizing proprietary software and expert guidance, the company facilitates access to billions in funding, including Employee Retention Tax Credits (ERC/ERTC) and Self-Employed Tax Credits (SETC/FFCRA). Key services also include PPP Loan Forgiveness assistance and support for the Restaurant Revitalization Fund, serving over 25,000 clients as a trusted partner in financial recovery.image.png370.97 KBimage.png310.33 KBimage.png809.52 KBimage.png185.46 KBimage.png269.33 KB"
allconstructiongroupwv.com,24462,122GB,18/11/2024 10:54,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/743fabe7-37a2-49e4-93f5-abc48bdfb927/,"The A.L.L. Construction Group is made up of four separate companies: A.L.L. Construction, Inc., ALL Concrete, Inc., Allegheny Investments, LLC, and A&J Development and Excavation, Inc. Each company has specific capabilities, knowledge, and focal points, however, they all want to achieve the same goal of delivering high-quality services to every client. We operate in the Mid-Atlantic region with projects comprised of both the public and private sectors.Our success is a direct result of our core beliefs along with our team’s passion, experience, and abilities to deliver successful projects for our clients. As part of the A.L.L. Construction Group, each company has the ability to leverage the group’s collective capabilities and resources available for the benefit of our clients.Sample Files:AG Resume.pdf76.59 KBCredit Card Listing 04.25.23.xlsx14.46 KBfsi6EBA.pdf122.64 KBHOLLAND 8953-1 6.3.24.pdf1.75 MBjob schedule 2-12-24.xlsx10.56 KBLISA COUSIN - WE 11.16.2024.xlsx45.77 KB"
sealevelinc.com,22611,235GB,18/11/2024 7:17,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/17b93961-e4f6-452d-a867-b5b07610f471/,""" Sealevel Construction is a locally owned heavy civil construction company founded in Thibodaux, Louisiana in 1997. Throughout the last two decades, we have recognized our common sense approach and lasting relationships are the keys to our success. With this, we have been able to expand our capabilities to provide turn-key solutions for the  marine, industrial, municipal and oil and gas markets across the Gulf Coast region and beyond. Now with 300+ employees, we look ahead to changing markets, striving to bring the best possible game plan to our clients. We take pride in applying innovative solutions to any unique challenges that come our way, and we perform each project, big or small, public or private, with commitment and drive. We are proud of the work ethic and reputation that our diversely skilled team has established for Sealevel. Because of them, Sealevel continues to grow as a leader in the heavy civil construction industry. ""Sample Files:22-172 Indemnification Letter.pdf297.06 KBBND.pdf56.85 KBpelican.pdf59.89 KBRichard Roth 2023 Resume.pdf400.24 KBryan blakely 2024.pdf279.77 KBSean Boudreaux Resume 2024.pdf311.64 KB"
jergenspiping.com,24200,18GB,18/11/2024 6:21,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/aa5c4947-b101-4230-b6ee-ecba7f606187/,"Jergens Piping offers insulation, construction, painting, and mechanical contracting services for industrial and commercial sectors.Balance Sheet Sep 2024.pdf195.31 KBJergens Insulation Waivers signed.pdf54.85 KBSworn Statement-3.pdf30.85 KB"
totaldevelopmentsolutions.com,21262,85GB,16/11/2024 11:41,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/a88a3794-49e2-4d22-bf59-81ed7bc04c0b/,"TDS, LLC began operating in 1997 and was formed as a limited liability company in the State of Virginia in 1997. Our service area includes Northern Virginia, primarily Fairfax, Loudoun and Prince William Counties.  However, we welcome the opportunity to bid and perform services for projects and clients outside of our primary service area.Total Development Solutions, TDS, is comprised of two departments, Site Development and Bond Release. These departments cover all aspects of land development for both commercial and residential clients from engineering to permitting, clearing to base paving, entrance features to site lighting and ultimately VDOT/county acceptance and bond release.Many site-contracting firms offer limited services, while TDS has broadened its spectrum to give new meaning to a “full service site development company.” Working through this concept, TDS can offer more cost effective services to our clients, as well as the assurance that the customer will be dealing with one contractor on the many different facets involved in the site development process.Sample Files:22405-01 July 2024.pdf171.36 KBDN24001 Eagle Ridge Training Facility - 07-02-2024 REV1.pdf989.04 KBFORTLINE 6699708.pdf173.21 KBMark DL.pdf187.39 KBTDS W9 2024.pdf596.06 KB"
potteau.com,22576,13GB,15/11/2024 18:32,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/9595a185-b498-4bf0-aae7-13ee4842caf9/,"POTTEAU Labo is the market leader in Belgium in the field of laboratory furniture for hospitals and educational institutes, as well as for the chemical, pharmaceutical and food industry."
jhs.co.uk,24701,16GB,15/11/2024 18:21,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/00bdf6fe-1e9b-497b-bc84-1245c2213d9d/,"JHS is the UK's #1 trade distributor of musical instruments, accessories, amplification, live sound and lighting equipment. Find new brands, products, deals and information on JHS website."
