Company Name,Visits,Data_Volume,Date,Type_of_Data_Stolen,Sector,Industry_Group,Country_of_Origin,Data_Volume_GB
reliv.la,19606,30 GB,26/11/2024,Medical & Health Records (PHI),Health Care,Health Care Technology,Mexico,30.0
reliv.la,19606,30 GB,26/11/2024,Corporate & Business Data,Health Care,Health Care Technology,Mexico,30.0
OfficeZilla.com,20675,*GB,26/11/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,United States,0.0
cal-tool.com,21229,70GB,22/11/2024,Corporate & Business Data,Industrials,Construction Materials,United States,70.0
cal-tool.com,21229,70GB,22/11/2024,Financial & Payment Data,Industrials,Construction Materials,United States,70.0
karberinsulation.com,21859,*GB,25/11/2024,Financial & Payment Data,Industrials,Construction & Engineering,Hungary,0.0
karberinsulation.com,21859,*GB,25/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,Hungary,0.0
minneapolisparks.org,21982,235GB,25/11/2024,Financial & Payment Data,Real Estate,Real Estate Management & Development,United States,235.0
minneapolisparks.org,21982,235GB,25/11/2024,Corporate & Business Data,Real Estate,Real Estate Management & Development,United States,235.0
minneapolisparks.org,21982,235GB,25/11/2024,Personal Identifiable Information (PII),Real Estate,Real Estate Management & Development,United States,235.0
yunker.com,21370,309GB,25/11/2024,Financial & Payment Data,Industrials,Commercial Services & Supplies,United States,309.0
yunker.com,21370,309GB,25/11/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,United States,309.0
dienesusa.com,21862,44GB,25/11/2024,Financial & Payment Data,Industrials,Machinery,United States,44.0
dienesusa.com,21862,44GB,25/11/2024,Corporate & Business Data,Industrials,Machinery,United States,44.0
dienesusa.com,21862,44GB,25/11/2024,Intellectual Property (IP) & Research Data,Industrials,Machinery,United States,44.0
dienesusa.com,21862,44GB,25/11/2024,Personal Identifiable Information (PII),Industrials,Machinery,United States,44.0
parkleigh.com,21349,5GB,25/11/2024,Corporate & Business Data,Consumer Discretionary,Specialty Retail,United States,5.0
isd109.org,21961,45GB,25/11/2024,Financial & Payment Data,Consumer Discretionary,Consumer Services,United States,45.0
isd109.org,21961,45GB,25/11/2024,Corporate & Business Data,Consumer Discretionary,Consumer Services,United States,45.0
coppelltx.gov,20488,442GB,25/11/2024,Financial & Payment Data,Public Sector,Government Services,United States,442.0
coppelltx.gov,20488,442GB,25/11/2024,Corporate & Business Data,Public Sector,Government Services,United States,442.0
www.itlindia.com,21294,70 GB,25/11/2024,Corporate & Business Data,Information Technology,Internet Software & Services,India,70.0
blr.com,22151,1.1TB,22/11/2024,Corporate & Business Data,Information Technology,Software,India,1126.4
curenta.com,20697,*GB,21/11/2024,Medical & Health Records (PHI),Health Care,Health Care Technology,Israel,0.0
curenta.com,20697,*GB,21/11/2024,Corporate & Business Data,Health Care,Health Care Technology,Israel,0.0
curenta.com,20697,*GB,21/11/2024,System & Infrastructure Data,Health Care,Health Care Technology,Israel,0.0
www.damcapital.in,23152,92GB,21/11/2024,Corporate & Business Data,Financials,Capital Markets,India,92.0
www.damcapital.in,23152,92GB,21/11/2024,Financial & Payment Data,Financials,Capital Markets,India,92.0
scalar.co.il,22082,12 GB,20/11/2024,Corporate & Business Data,Health Care,Health Care Equipment & Supplies,Israel,12.0
polaraire.com,19835,37GB,19/11/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,United States,37.0
tempaircompany.com,24156,40GB,19/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,United States,40.0
smawins.net,22055,33GB,19/11/2024,Corporate & Business Data,Industrials,Aerospace & Defense,United States,33.0
thinkecs.com,23606,27GB,19/11/2024,Corporate & Business Data,Information Technology,IT Services,United States,27.0
thinkecs.com,23606,27GB,19/11/2024,System & Infrastructure Data,Information Technology,IT Services,United States,27.0
citywestcommercials.co.uk,24201,12GB,19/11/2024,Corporate & Business Data,Industrials,Trading Companies & Distributors,United Kingdom,12.0
citywestcommercials.co.uk,24201,12GB,19/11/2024,System & Infrastructure Data,Industrials,Trading Companies & Distributors,United Kingdom,12.0
hartmannbund.de,24716,12GB,19/11/2024,Personal Identifiable Information (PII),Health Care,Health Care Providers & Services,Germany,12.0
hartmannbund.de,24716,12GB,19/11/2024,Authentication & Credential Data,Health Care,Health Care Providers & Services,Germany,12.0
brylesresearch.com,24106,8GB,19/11/2024,Corporate & Business Data,Real Estate,Real Estate Services,United States,8.0
Thebike.com,24766,?,19/11/2024,Corporate & Business Data,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,0.0
interborosd.org,22148,1.1TB,19/11/2024,Personal Identifiable Information (PII),Consumer Discretionary,Consumer Services,United States,1126.4
wulffco.com,23384,32GB,18/11/2024,Corporate & Business Data,Consumer Discretionary,Auto Components,United States,32.0
www.depewgillen.com,6547,1500 GB,30/10/2024,Corporate & Business Data,Health Care,Health Care Providers & Services,United States,1500.0
www.depewgillen.com,6547,1500 GB,30/10/2024,Financial & Payment Data,Health Care,Health Care Providers & Services,United States,1500.0
www.depewgillen.com,6547,1500 GB,30/10/2024,Authentication & Credential Data,Health Care,Health Care Providers & Services,United States,1500.0
waive.com.au,21895,30 GB,18/11/2024,Corporate & Business Data,Information Technology,Software,Australia,30.0
Jornstax.com,21384,60 GB,18/11/2024,Financial & Payment Data,Financials,Diversified Financial Services,United States,60.0
Jornstax.com,21384,60 GB,18/11/2024,Corporate & Business Data,Financials,Diversified Financial Services,United States,60.0
allconstructiongroupwv.com,24462,122GB,18/11/2024,Financial & Payment Data,Industrials,Construction & Engineering,United States,122.0
allconstructiongroupwv.com,24462,122GB,18/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,United States,122.0
allconstructiongroupwv.com,24462,122GB,18/11/2024,Personal Identifiable Information (PII),Industrials,Construction & Engineering,United States,122.0
sealevelinc.com,22611,235GB,18/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,United States,235.0
sealevelinc.com,22611,235GB,18/11/2024,Personal Identifiable Information (PII),Industrials,Construction & Engineering,United States,235.0
jergenspiping.com,24200,18GB,18/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,Norway,18.0
totaldevelopmentsolutions.com,21262,85GB,16/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,United Kingdom,85.0
potteau.com,22576,13GB,15/11/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,Belgium,13.0
jhs.co.uk,24701,16GB,15/11/2024,Corporate & Business Data,Consumer Discretionary,Consumer Durables & Apparel,United Kingdom,16.0
Medigroup.ca,27525,500gb,3/11/2024,Personal Identifiable Information (PII),Health Care,Health Care Providers & Services,Canada,500.0
Medigroup.ca,27525,500gb,3/11/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,Canada,500.0
Medigroup.ca,27525,500gb,3/11/2024,Financial & Payment Data,Health Care,Health Care Providers & Services,Canada,500.0
Medigroup.ca,27525,500gb,3/11/2024,Authentication & Credential Data,Health Care,Health Care Providers & Services,Canada,500.0
tolbertlegal.com,26547,260 GB,11/11/2024,Corporate & Business Data,Financials,Insurance,United States,260.0
tolbertlegal.com,26547,260 GB,11/11/2024,Financial & Payment Data,Financials,Insurance,United States,260.0
tolbertlegal.com,26547,260 GB,11/11/2024,Personal Identifiable Information (PII),Financials,Insurance,United States,260.0
nynewspapers.com,27535,280 GB,11/11/2024,Corporate & Business Data,Communication Services,Media,United States,280.0
nynewspapers.com,27535,280 GB,11/11/2024,Financial & Payment Data,Communication Services,Media,United States,280.0
bartleycorp.com,27472,190GB,8/11/2024,Corporate & Business Data,Industrials,Construction Materials,United States,190.0
bartleycorp.com,27472,190GB,8/11/2024,Financial & Payment Data,Industrials,Construction Materials,United States,190.0
interlabel.be,28948,7.8GB,8/11/2024,Corporate & Business Data,Industrials,Commercial Printing,Belgium,7.8
del-electric.com,27858,143GB,7/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,Italy,143.0
del-electric.com,27858,143GB,7/11/2024,Financial & Payment Data,Industrials,Construction & Engineering,Italy,143.0
del-electric.com,27858,143GB,7/11/2024,Personal Identifiable Information (PII),Industrials,Construction & Engineering,Italy,143.0
bitquail.com,26799,112GB,5/11/2024,Corporate & Business Data,Information Technology,Software,Netherlands,112.0
bitquail.com,26799,112GB,5/11/2024,System & Infrastructure Data,Information Technology,Software,Netherlands,112.0
geminiindustriesinc.com,27762,80Gb,29/10/2024,Corporate & Business Data,Materials,Chemicals,United States,80.0
geminiindustriesinc.com,27762,80Gb,29/10/2024,Financial & Payment Data,Materials,Chemicals,United States,80.0
geminiindustriesinc.com,27762,80Gb,29/10/2024,System & Infrastructure Data,Materials,Chemicals,United States,80.0
www.cenergica.com,28135,215GB,7/11/2024,Corporate & Business Data,Utilities,Independent Power Producers & Energy Traders,El Salvador,215.0
www.fdc.ie,30090,10GB,7/11/2024,Corporate & Business Data,Financials,Diversified Financial Services,Ireland,10.0
nelconinc.biz,28950,*GB,7/11/2024,Financial & Payment Data,Industrials,Construction Materials,United States,0.0
nelconinc.biz,28950,*GB,7/11/2024,Corporate & Business Data,Industrials,Construction Materials,United States,0.0
www.msdl.ca,27997,1.42Tb,6/11/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,Canada,1454.08
arcoexc.com,29752,104GB,6/11/2024,Financial & Payment Data,Industrials,Construction & Engineering,United Arab Emirates,104.0
arcoexc.com,29752,104GB,6/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,United Arab Emirates,104.0
brandenburgerplumbing.com,23451,55GB,6/11/2024,Financial & Payment Data,Industrials,Construction & Engineering,Australia,55.0
brandenburgerplumbing.com,23451,55GB,6/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,Australia,55.0
sector5.ro,28772,*GB,5/11/2024,Personal Identifiable Information (PII),Public Sector,Government Services,Romania ,0.0
sector5.ro,28772,*GB,5/11/2024,Communication & Social Data,Public Sector,Government Services,Romania ,0.0
sector5.ro,28772,*GB,5/11/2024,Government & Military Data,Public Sector,Government Services,Romania ,0.0
metroelectric.com,28141,580GB,5/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,United States,580.0
pacificglazing.com,29869,53GB,5/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,Canada,53.0
pacificglazing.com,29869,53GB,5/11/2024,Financial & Payment Data,Industrials,Construction & Engineering,Canada,53.0
pacificglazing.com,29869,53GB,5/11/2024,Personal Identifiable Information (PII),Industrials,Construction & Engineering,Canada,53.0
nwhealthporter.com,27109,199GB,5/11/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,United States,199.0
apoyoconsultoria.com,29204,65 GB,5/11/2024,Corporate & Business Data,Financials,Capital Markets,Peru,65.0
sundt.com,27728,*GB,4/11/2024,Financial & Payment Data,Industrials,Construction & Engineering,Norway,0.0
sundt.com,27728,*GB,4/11/2024,Personal Identifiable Information (PII),Industrials,Construction & Engineering,Norway,0.0
sundt.com,27728,*GB,4/11/2024,Authentication & Credential Data,Industrials,Construction & Engineering,Norway,0.0
sundt.com,27728,*GB,4/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,Norway,0.0
sundt.com,27728,*GB,4/11/2024,Intellectual Property (IP) & Research Data,Industrials,Construction & Engineering,Norway,0.0
www.mssupply.com,29933,196GB,4/11/2024,Corporate & Business Data,Industrials,Trading Companies & Distributors,United States,196.0
www.drbutlerandassociates.com,26500,92GB,4/11/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,United States,92.0
www.schweiker.de,30696,198GB,4/11/2024,Corporate & Business Data,Industrials,Building Products,Germany,198.0
kenanasugarcompany.com,28450,*GB,4/11/2024,Corporate & Business Data,Consumer Staples,Food Products,Sudan,0.0
goodline.com.au,30546,600 gb,4/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,Australia,600.0
maxdata.com.br,30451,*GB,4/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,Brazil,0.0
redphoenixconstruction.com,28039,1GB,4/11/2024,Financial & Payment Data,Financials,Diversified Financial Services,Canada,1.0
redphoenixconstruction.com,28039,1GB,4/11/2024,Corporate & Business Data,Financials,Diversified Financial Services,Canada,1.0
csucontracting.com,30497,198GB,4/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,United States,198.0
lambertstonecommercial.com,30183,10GB,3/11/2024,Corporate & Business Data,Industrials,Construction Materials,United Kingdom,10.0
caseconstruction.com,27431,17GB,3/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,United States,17.0
krigerconstruction.com,28044,82GB,3/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,United States,82.0
bravodigitaltrader.co.uk,31190,25 GB,2/11/2024,Corporate & Business Data,Financials,Insurance,United Kingdom,25.0
lighthouseelectric.com,30331,41GB,1/11/2024,Financial & Payment Data,Industrials,Construction & Engineering,United States,41.0
lighthouseelectric.com,30331,41GB,1/11/2024,Corporate & Business Data,Industrials,Construction & Engineering,United States,41.0
www.rosito-bisani.com,31222,105 GB,1/11/2024,Corporate & Business Data,Industrials,Machinery,United States,105.0
www.ua4rent.com,32377,71 GB,1/11/2024,Corporate & Business Data,Real Estate,Real Estate Management & Development,United States,71.0
www.usm.cl,31802,46 GB,1/11/2024,Corporate & Business Data,Education,Educational Services,Chile,46.0
www.usm.cl,31802,46 GB,1/11/2024,Intellectual Property (IP) & Research Data,Education,Educational Services,Chile,46.0
www.tigre.gob.ar,30409,76 GB,1/11/2024,Corporate & Business Data,Real Estate,Real Estate Management & Development,Argentina,76.0
www.tetco-group.com,33667,27 GB,1/11/2024,Corporate & Business Data,Energy,Energy Equipment & Services,South Africa,27.0
www.tetco-group.com,33667,27 GB,1/11/2024,Intellectual Property (IP) & Research Data,Energy,Energy Equipment & Services,South Africa,27.0
www.fatboysfleetandauto.com,32576,200 GB,1/11/2024,Corporate & Business Data,Industrials,Auto Components,United States,200.0
www.sym-global.com,30194,265 GB,1/11/2024,Corporate & Business Data,Consumer Discretionary,Automobiles,Taiwan,265.0
eap.gr,33834,813 GB,1/11/2024,Corporate & Business Data,Communication Services,Education Services,Greece,813.0
eap.gr,33834,813 GB,1/11/2024,Financial & Payment Data,Communication Services,Education Services,Greece,813.0
eap.gr,33834,813 GB,1/11/2024,Personal Identifiable Information (PII),Communication Services,Education Services,Greece,813.0
www.mabeglobal.com,33823,1.5 TB,31/10/2024,Corporate & Business Data,Consumer Discretionary,Household Durables,Mexico,1536.0
granjazul.com,33707,300GB,26/10/2024,Corporate & Business Data,Consumer Staples,Food Products,Guatemala,300.0
illumin8global.com,30878,38 GB,30/10/2024,Financial & Payment Data,Consumer Discretionary,Household Durables,United Arab Emirates,38.0
illumin8global.com,30878,38 GB,30/10/2024,Corporate & Business Data,Consumer Discretionary,Household Durables,United Arab Emirates,38.0
illumin8global.com,30878,38 GB,30/10/2024,System & Infrastructure Data,Consumer Discretionary,Household Durables,United Arab Emirates,38.0
nagucoop.com,30875,185 GB,30/10/2024,Personal Identifiable Information (PII),Financials,Banks,Guatemala,185.0
nagucoop.com,30875,185 GB,30/10/2024,Financial & Payment Data,Financials,Banks,Guatemala,185.0
nagucoop.com,30875,185 GB,30/10/2024,Corporate & Business Data,Financials,Banks,Guatemala,185.0
tlie.org,30813,57 GB,30/10/2024,Corporate & Business Data,Financials,Insurance,United States,57.0
www.baymark.com,31173,1.5TB,24/10/2024,Personal Identifiable Information (PII),Health Care,Health Care Providers & Services,United States,1536.0
www.baymark.com,31173,1.5TB,24/10/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,United States,1536.0
www.baymark.com,31173,1.5TB,24/10/2024,Corporate & Business Data,Health Care,Health Care Providers & Services,United States,1536.0
hcfinc.com,32435,250GB,29/10/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,United States,250.0
noblehouse.com.ph,31035,800GB,27/10/2024,Corporate & Business Data,Consumer Discretionary,Distributors,Philippines,800.0
harrispersonalinjury.com,32837,746GB,28/10/2024,Corporate & Business Data,Financials,Insurance,United States,746.0
www.guymontigers.com,28349,168 GB,28/10/2024,System & Infrastructure Data,Communication Services,Media,Australia,168.0
flueid.com,32175,500 GB,28/10/2024,Corporate & Business Data,Information Technology,Software,United States,500.0
flueid.com,32175,500 GB,28/10/2024,System & Infrastructure Data,Information Technology,Software,United States,500.0
payxpress.co.il,35522,*GB,27/10/2024,Financial & Payment Data,Financials,Financial Technology,Israel,0.0
payxpress.co.il,35522,*GB,27/10/2024,Corporate & Business Data,Financials,Financial Technology,Israel,0.0
mkarrari.com.br,34113,202GB,24/10/2024,Corporate & Business Data,Consumer Staples,Personal Care Products,Brazil,202.0
melangesystems.com,33391,1.2TB,23/10/2024,Personal Identifiable Information (PII),Information Technology,Communications Equipment,India,1228.8
melangesystems.com,33391,1.2TB,23/10/2024,Authentication & Credential Data,Information Technology,Communications Equipment,India,1228.8
melangesystems.com,33391,1.2TB,23/10/2024,Corporate & Business Data,Information Technology,Communications Equipment,India,1228.8
melangesystems.com,33391,1.2TB,23/10/2024,Intellectual Property (IP) & Research Data,Information Technology,Communications Equipment,India,1228.8
Groupseco.com,38494,135GB,25/10/2024,Corporate & Business Data,Industrials,Commercial & Professional Services,Belgium,135.0
www.resourceinternational.com,37062,300GB,24/10/2024,Corporate & Business Data,Industrials,Construction & Engineering,United States,300.0
www.kciconst.com,35478,260GB,24/10/2024,Corporate & Business Data,Industrials,Construction & Engineering,United States,260.0
blalockcompanies.com,36103,130GB,24/10/2024,Corporate & Business Data,Materials,Construction Materials,United States,130.0
bulloch.solutions,36586,600gb,23/10/2024,System & Infrastructure Data,Communication Services,Telecommunication Services,United States,600.0
www.oma.aero,34428,3 TB,18/10/2024,Personal Identifiable Information (PII),Industrials,Airlines,Mexico,3072.0
www.oma.aero,34428,3 TB,18/10/2024,Financial & Payment Data,Industrials,Airlines,Mexico,3072.0
www.oma.aero,34428,3 TB,18/10/2024,Authentication & Credential Data,Industrials,Airlines,Mexico,3072.0
www.oma.aero,34428,3 TB,18/10/2024,Corporate & Business Data,Industrials,Airlines,Mexico,3072.0
passivecomponent.com,35323,150GB,14/10/2024,Corporate & Business Data,Information Technology,Electronic Components,United States,150.0
passivecomponent.com,35323,150GB,14/10/2024,Intellectual Property (IP) & Research Data,Information Technology,Electronic Components,United States,150.0
passivecomponent.com,35323,150GB,14/10/2024,System & Infrastructure Data,Information Technology,Electronic Components,United States,150.0
elnamagnetics.com,33640,107 gb,23/10/2024,Financial & Payment Data,Industrials,Electrical Components & Equipment,United States,107.0
elnamagnetics.com,33640,107 gb,23/10/2024,Corporate & Business Data,Industrials,Electrical Components & Equipment,United States,107.0
elnamagnetics.com,33640,107 gb,23/10/2024,Personal Identifiable Information (PII),Industrials,Electrical Components & Equipment,United States,107.0
semna.fr,34817,196 GB,22/10/2024,Financial & Payment Data,Real Estate,Real Estate Management & Development,France,196.0
semna.fr,34817,196 GB,22/10/2024,Corporate & Business Data,Real Estate,Real Estate Management & Development,France,196.0
specpro-inc.com,32161,55 GB,22/10/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,United States,55.0
specpro-inc.com,32161,55 GB,22/10/2024,Financial & Payment Data,Industrials,Commercial Services & Supplies,United States,55.0
specpro-inc.com,32161,55 GB,22/10/2024,Personal Identifiable Information (PII),Industrials,Commercial Services & Supplies,United States,55.0
dennissupply.com,35325,30 GB,22/10/2024,Financial & Payment Data,Industrials,Trading Companies & Distributors,United States,30.0
dennissupply.com,35325,30 GB,22/10/2024,Corporate & Business Data,Industrials,Trading Companies & Distributors,United States,30.0
dennissupply.com,35325,30 GB,22/10/2024,Intellectual Property (IP) & Research Data,Industrials,Trading Companies & Distributors,United States,30.0
polypane.be,32212,74 GB,22/10/2024,Financial & Payment Data,Industrials,Building Products,Belgium,74.0
polypane.be,32212,74 GB,22/10/2024,Corporate & Business Data,Industrials,Building Products,Belgium,74.0
davisbrothersinc.com,33319,110 GB,22/10/2024,Financial & Payment Data,Industrials,Machinery,United States,110.0
davisbrothersinc.com,33319,110 GB,22/10/2024,Medical & Health Records (PHI),Industrials,Machinery,United States,110.0
bwdtechnology.com,36927,103 GB,22/10/2024,Corporate & Business Data,Industrials,Machinery,United Arab Emirates,103.0
bwdtechnology.com,36927,103 GB,22/10/2024,Intellectual Property (IP) & Research Data,Industrials,Machinery,United Arab Emirates,103.0
lpahorticole.faylbillot.educagri.fr,32187,220 GB,22/10/2024,Personal Identifiable Information (PII),Consumer Discretionary,Education Services,France,220.0
lpahorticole.faylbillot.educagri.fr,32187,220 GB,22/10/2024,Educational Records,Consumer Discretionary,Education Services,France,220.0
tkg.com,33589,81 GB,22/10/2024,Corporate & Business Data,Information Technology,IT Services,Japan,81.0
tkg.com,33589,81 GB,22/10/2024,Financial & Payment Data,Information Technology,IT Services,Japan,81.0
1doc.sg,32921,175 GB,22/10/2024,Personal Identifiable Information (PII),Health Care,Health Care Technology,Singapore,175.0
1doc.sg,32921,175 GB,22/10/2024,Medical & Health Records (PHI),Health Care,Health Care Technology,Singapore,175.0
1doc.sg,32921,175 GB,22/10/2024,Corporate & Business Data,Health Care,Health Care Technology,Singapore,175.0
donbosco-landser.net,35615,22GB,21/10/2024,,Consumer Discretionary,Consumer Services,France,22.0
mauguio-carnon.com,34263,75GB,21/10/2024,Corporate & Business Data,Public Sector,Government Services,France,75.0
mauguio-carnon.com,34263,75GB,21/10/2024,Government & Military Data,Public Sector,Government Services,France,75.0
www.stivo.com,35870,109GB,21/10/2024,System & Infrastructure Data,Industrials,Passenger Airlines,France,109.0
yorozu-corp.co.jp,35883,849 GB,21/10/2024,Corporate & Business Data,Consumer Discretionary,Auto Components,Japan,849.0
yorozu-corp.co.jp,35883,849 GB,21/10/2024,Intellectual Property (IP) & Research Data,Consumer Discretionary,Auto Components,Japan,849.0
qs-group.com,34965,45GB,20/10/2024,Corporate & Business Data,Industrials,Machinery,Switzerland,45.0
qs-group.com,34965,45GB,20/10/2024,Intellectual Property (IP) & Research Data,Industrials,Machinery,Switzerland,45.0
qs-group.com,34965,45GB,20/10/2024,System & Infrastructure Data,Industrials,Machinery,Switzerland,45.0
sizeloveconstruction.com,34074,97GB,19/10/2024,Corporate & Business Data,Industrials,Construction Materials,United States,97.0
mh-mech.com,35177,163GB,19/10/2024,Corporate & Business Data,Industrials,Construction & Engineering,Japan,163.0
starhealth.in,34829,200 GB,19/10/2024,Personal Identifiable Information (PII),Financials,Insurance,India,200.0
starhealth.in,34829,200 GB,19/10/2024,Financial & Payment Data,Financials,Insurance,India,200.0
starhealth.in,34829,200 GB,19/10/2024,Medical & Health Records (PHI),Financials,Insurance,India,200.0
starhealth.in,34829,200 GB,19/10/2024,Corporate & Business Data,Financials,Insurance,India,200.0
paciente.sempremedico.com.br,35255,*GB,19/10/2024,Personal Identifiable Information (PII),Health Care,Health Care Technology,Brazil,0.0
paciente.sempremedico.com.br,35255,*GB,19/10/2024,Medical & Health Records (PHI),Health Care,Health Care Technology,Brazil,0.0
clinicia.com,33561,500 GB,19/10/2024,Personal Identifiable Information (PII),Health Care,Health Care Technology,India,500.0
clinicia.com,33561,500 GB,19/10/2024,Medical & Health Records (PHI),Health Care,Health Care Technology,India,500.0
clinicia.com,33561,500 GB,19/10/2024,Financial & Payment Data,Health Care,Health Care Technology,India,500.0
clinicia.com,33561,500 GB,19/10/2024,Corporate & Business Data,Health Care,Health Care Technology,India,500.0
Alqaryahauction.com,36076,100 GB,18/10/2024,Personal Identifiable Information (PII),Consumer Discretionary,Internet & Direct Marketing Retail,United Arab Emirates,100.0
Alqaryahauction.com,36076,100 GB,18/10/2024,Financial & Payment Data,Consumer Discretionary,Internet & Direct Marketing Retail,United Arab Emirates,100.0
Alqaryahauction.com,36076,100 GB,18/10/2024,Corporate & Business Data,Consumer Discretionary,Internet & Direct Marketing Retail,United Arab Emirates,100.0
www.qal.com,34228,59GB,18/10/2024,Corporate & Business Data,Materials,Paper & Packaging,United States,59.0
www.qal.com,34228,59GB,18/10/2024,Intellectual Property (IP) & Research Data,Materials,Paper & Packaging,United States,59.0
www.qal.com,34228,59GB,18/10/2024,Financial & Payment Data,Materials,Paper & Packaging,United States,59.0
www.proflex.ro,36887,70GB,17/10/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,Romania ,70.0
www.proflex.ro,36887,70GB,17/10/2024,System & Infrastructure Data,Industrials,Commercial Services & Supplies,Romania ,70.0
www.camelotservices.com,35295,89 GB,17/10/2024,Corporate & Business Data,Real Estate,Real Estate Management & Development,United Kingdom,89.0
www.aristoiclassical.org,34831,66 GB,17/10/2024,Corporate & Business Data,Consumer Discretionary,Consumer Services,Cyprus,66.0
www.kersey.net,35615,108 GB,17/10/2024,System & Infrastructure Data,Information Technology,Software,United States,108.0
www.chiltonisd.org,38433,58 GB,17/10/2024,Educational Records,Consumer Discretionary,Education Services,United States,58.0
Bigpharmacy.com.my,35892,50 GB,17/10/2024,Corporate & Business Data,Health Care,Health Care Providers & Services,Malaysia,50.0
HiCare.net,34739,*GB,17/10/2024,Medical & Health Records (PHI),Health Care,Health Care Technology,India,0.0
HiCare.net,34739,*GB,17/10/2024,Corporate & Business Data,Health Care,Health Care Technology,India,0.0
Horsesportireland.ie,35450,*GB,16/10/2024,Corporate & Business Data,Consumer Discretionary,Media,Ireland,0.0
transport-system.com,37479,75 GB,16/10/2024,Corporate & Business Data,Information Technology,Software,Switzerland,75.0
transport-system.com,37479,75 GB,16/10/2024,System & Infrastructure Data,Information Technology,Software,Switzerland,75.0
Astolabs.com,38216,*GB,16/10/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,United Arab Emirates,0.0
Astolabs.com,38216,*GB,16/10/2024,Personal Identifiable Information (PII),Health Care,Health Care Providers & Services,United Arab Emirates,0.0
Fpapak.org,34266,*GB,16/10/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,United States,0.0
G-plans.com,33982,5G,16/10/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,United States,5.0
G-plans.com,33982,5G,16/10/2024,Personal Identifiable Information (PII),Health Care,Health Care Providers & Services,United States,5.0
basarsoft.com.tr,36202,170GB,15/10/2024,Corporate & Business Data,Information Technology,Software,Turkey,170.0
medicato.com,35764,*GB,14/10/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,Mexico,0.0
confidencegroup.com.bd,38027,350GB,12/10/2024,Corporate & Business Data,Industrials,Construction Materials,Bangladesh,350.0
confidencegroup.com.bd,38027,350GB,12/10/2024,System & Infrastructure Data,Industrials,Construction Materials,Bangladesh,350.0
saizeriya.co.jp,39116,23GB,12/10/2024,Corporate & Business Data,Consumer Discretionary,Restaurants,Japan,23.0
NextStage.AI,37418,3.5 TB,11/10/2024,Corporate & Business Data,Information Technology,Software,United States,3584.0
NextStage.AI,37418,3.5 TB,11/10/2024,System & Infrastructure Data,Information Technology,Software,United States,3584.0
practicesuite.us,37027,26GB,11/10/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,United States,26.0
medexhco.com,39579,*GB,10/10/2024,Personal Identifiable Information (PII),Health Care,Health Care Services,United Arab Emirates,0.0
medexhco.com,39579,*GB,10/10/2024,Financial & Payment Data,Health Care,Health Care Services,United Arab Emirates,0.0
medexhco.com,39579,*GB,10/10/2024,Medical & Health Records (PHI),Health Care,Health Care Services,United Arab Emirates,0.0
medexhco.com,39579,*GB,10/10/2024,Corporate & Business Data,Health Care,Health Care Services,United Arab Emirates,0.0
medexhco.com,39579,*GB,10/10/2024,Authentication & Credential Data,Health Care,Health Care Services,United Arab Emirates,0.0
medexhco.com,39579,*GB,10/10/2024,Intellectual Property (IP) & Research Data,Health Care,Health Care Services,United Arab Emirates,0.0
okcabstract.com,39042,480GB,8/10/2024,Corporate & Business Data,Financials,Insurance,United States,480.0
nspproteins.com,42812,200GB,7/10/2024,Corporate & Business Data,Health Care,Biotechnology,United States,200.0
